listing_id,num_beds,num_baths,lat,lng,property_type_apartment,property_type_bungalow,property_type_cluster_house,property_type_condo,property_type_conservation_house,property_type_corner_terrace,property_type_executive_condo,property_type_hdb,property_type_land_only,property_type_landed,property_type_semi_detached_house,property_type_shophouse,property_type_terraced_house,property_type_townhouse,property_type_walk_up,tenure_nan,tenure_freehold,tenure_99-110_year,tenure_999+year,size_sqft,dist_to_nearest_important_mrt_rounded,price,built_year,property_type,tenure
146055,2.0,2.0,1.3252767,103.9326308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,689.0,2,1394400,2027.0,condo,99-year leasehold
290411,3.0,4.0,1.3101838,103.8359137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1432.0,0,3549000,2025.0,condo,freehold
890400,2.0,2.0,1.30489855,103.8276986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1313.0,1,5682000,2022.0,apartment,freehold
239973,2.0,2.0,1.2667184,103.8114926,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1152.0,0,2047500,2011.0,condo,99-year leasehold
557600,2.0,2.0,1.3159484,103.8575892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,710.0,0,1472100,2026.0,condo,freehold
352059,2.0,2.0,1.3027702,103.8694351,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,818.0,1,2509500,2023.0,condo,99-year leasehold
413799,5.0,4.0,1.3568431,103.9304835,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1464.0,2,1606500,2025.0,executive condo,99-year leasehold
516986,2.0,2.0,1.29410615,103.8367347,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,807.0,1,2902200,2025.0,condo,freehold
112154,5.0,6.0,1.39844105,103.8221649,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4664.0,3,5145000,2009.0,semi-detached house,freehold
442554,3.0,2.0,1.3564968,103.8463444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1097.0,1,819000,1998.0,hdb,99-year leasehold
421913,4.0,3.0,1.3005809,103.8993936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1572.0,2,3969000,2024.0,condo,freehold
466926,5.0,4.0,1.369097,103.8331452,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1475.0,0,3329600,2026.0,condo,99-year leasehold
144296,3.0,4.0,1.2739587,103.8436353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1948.0,0,7350000,2026.0,condo,99-year leasehold
785959,2.0,1.0,1.3443339,103.8786904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,624.0,1,1344000,2022.0,condo,freehold
783900,3.0,2.0,1.432943,103.7819067,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,905.0,1,451500,1988.0,hdb,99-year leasehold
868335,2.0,2.0,1.3199674,103.7657478,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,646.0,2,598500,2014.0,hdb,99-year leasehold
731302,1.0,1.0,1.28617715,103.83955,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,495.0,1,1618000,2025.0,condo,99-year leasehold
509128,3.0,2.0,1.35899795,103.9508286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,904.0,2,525000,1986.0,hdb,
279980,2.0,1.0,1.3031066,103.8329325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,786.0,1,1871100,2023.0,condo,110-year leasehold
584111,4.0,3.0,1.4417104,103.827659,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1356.0,4,1959300,2024.0,condo,99-year leasehold
488858,4.0,3.0,1.4374187,103.7974567,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1518.0,1,827400,1999.0,hdb,99-year leasehold
955095,8.0,9.0,1.3171635,103.9166442,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11515.0,2,19740000,2014.0,bungalow,freehold
537892,2.0,2.0,1.3178852,103.8350769,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,646.0,1,1680000,2022.0,condo,freehold
143966,3.0,2.0,1.34333445,103.754766,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1109.0,1,609000,1998.0,hdb,99-year leasehold
297371,3.0,3.0,1.31626705,103.8279943,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2690.0,0,4410000,2008.0,condo,freehold
972763,4.0,3.0,1.38844105,103.8720501,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1389.0,2,1785000,2016.0,executive condo,99-year leasehold
435519,3.0,3.0,1.4374187,103.7974567,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2314.0,1,934500,1999.0,hdb,99-year leasehold
730242,1.0,1.0,1.304855,103.7737763,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,527.0,1,1451100,2023.0,condo,99-year leasehold
428469,2.0,2.0,1.33429125,103.9388499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,720.0,1,420000,1978.0,hdb,99-year leasehold
842426,4.0,5.0,1.30901945,103.8241564,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6090.0,1,46200000,2023.0,condo,freehold
590264,3.0,3.0,1.28301625,103.839887,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1184.0,0,3033400,2023.0,condo,99-year leasehold
709990,5.0,5.0,1.37942405,103.8747503,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3531.0,2,4462500,2013.0,corner terrace,999-year leasehold
476592,6.0,8.0,1.316664,103.7868337,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6300.0,1,12390000,,semi-detached house,999-year leasehold
787684,2.0,2.0,1.32941615,103.9148864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,807.0,1,1047900,2014.0,condo,freehold
592958,4.0,2.0,1.28779935,103.8194059,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1330.0,2,1239000,1996.0,hdb,99-year leasehold
320060,4.0,4.0,1.4349279,103.8452818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1313.0,6,1470000,2027.0,executive condo,99-year leasehold
704757,5.0,5.0,1.31064045,103.8521493,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1582.0,0,3189900,2026.0,condo,99-year leasehold
510299,3.0,2.0,1.3316676,103.845247,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1001.0,1,1050000,2018.0,hdb,99-year leasehold
394446,2.0,2.0,1.3129447,103.8757374,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,957.0,2,1260000,2017.0,condo,freehold
235490,4.0,4.0,1.304855,103.7737763,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1496.0,1,3113200,2023.0,condo,99-year leasehold
953792,3.0,3.0,1.38033145,103.9353478,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1194.0,4,1260000,2005.0,executive condo,99-year leasehold
136153,6.0,4.0,1.3151424,103.8975167,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3300.0,1,6602400,,corner terrace,
159744,5.0,6.0,1.2418323,103.8377595,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8500.0,3,16800000,2011.0,bungalow,99-year leasehold
671491,1.0,1.0,1.29142015,103.8442681,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,484.0,0,1773200,2026.0,condo,99-year leasehold
255308,4.0,4.0,1.28301625,103.839887,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1399.0,0,4062400,2023.0,condo,99-year leasehold
553217,1.0,1.0,1.3443339,103.8786904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,463.0,1,1194900,2022.0,condo,freehold
310644,3.0,3.0,1.26522915,103.8175188,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1216.0,0,2992500,2025.0,condo,99-year leasehold
940060,3.0,2.0,1.35226935,103.7030885,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,914.0,5,488200,2001.0,hdb,99-year leasehold
729447,4.0,3.0,1.3005809,103.8993936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1572.0,2,3655400,2024.0,condo,freehold
132211,3.0,2.0,1.35069995,103.7485072,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1184.0,0,934500,2003.0,hdb,99-year leasehold
991818,2.0,2.0,1.28617715,103.83955,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,678.0,1,1851700,2025.0,condo,99-year leasehold
443010,2.0,1.0,1.2960917,103.8108346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,657.0,2,1344000,2021.0,apartment,99-year leasehold
980313,3.0,2.0,1.29988105,103.8881143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1206.0,2,2918000,2024.0,condo,99-year leasehold
507729,2.0,2.0,1.3556992,103.8899771,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,764.0,2,420000,1984.0,hdb,99-year leasehold
918432,2.0,2.0,1.3711071,103.90006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,721.0,2,1207500,2024.0,condo,99-year leasehold
867274,3.0,2.0,1.38269865,103.9365184,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1572.0,4,892500,1996.0,hdb,99-year leasehold
201263,3.0,2.0,1.33639925,103.9373625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1130.0,1,588000,2000.0,hdb,99-year leasehold
582053,2.0,1.0,1.3037973,103.8235926,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,570.0,2,1974000,2021.0,condo,freehold
702149,2.0,1.0,1.30010805,103.8466745,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,624.0,0,1785000,2023.0,condo,99-year leasehold
739449,4.0,5.0,1.2996793,103.9028292,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4596.0,2,17159300,2014.0,condo,99-year leasehold
950635,1.0,1.0,1.2739587,103.8436353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,441.0,0,1415400,2026.0,condo,99-year leasehold
677629,3.0,2.0,1.30767115,103.7962482,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1141.0,1,997500,1998.0,hdb,99-year leasehold
785522,4.0,3.0,1.4100292,103.8982902,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1357.0,2,1365000,2023.0,executive condo,99-year leasehold
819319,1.0,1.0,1.3443339,103.8786904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,441.0,1,1000600,2022.0,condo,freehold
118852,1.0,1.0,1.3528165,103.759784,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,463.0,1,837900,2016.0,condo,freehold
386352,3.0,3.0,1.33935185,103.7234063,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1534.0,2,997500,1997.0,hdb,
598936,2.0,2.0,1.2937442,103.8466319,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,797.0,1,1930400,2025.0,condo,freehold
555392,3.0,3.0,1.2985638,103.8844079,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1184.0,2,2835000,2016.0,condo,freehold
706584,4.0,2.0,1.3451435,103.8534336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1313.0,1,722400,1988.0,hdb,99-year leasehold
646159,3.0,2.0,1.4349279,103.8452818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1033.0,6,1338800,2027.0,executive condo,99-year leasehold
214784,1.0,2.0,1.30397875,103.8226916,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,818.0,2,2415000,2024.0,condo,freehold
220659,6.0,6.0,1.36703,103.8899665,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4865.0,2,4305000,2022.0,semi-detached house,99-year leasehold
613874,2.0,2.0,1.3393381,103.7638932,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,721.0,2,1756600,2024.0,condo,freehold
491181,6.0,6.0,1.24953425,103.8442812,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9135.0,3,24150000,2009.0,bungalow,99-year leasehold
718160,3.0,2.0,1.3499487,103.9499461,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1119.0,1,617400,1984.0,hdb,
805236,2.0,2.0,1.3159484,103.8575892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,710.0,0,1390200,2026.0,condo,freehold
594746,3.0,2.0,1.29988105,103.8881143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1206.0,2,2918000,2024.0,condo,99-year leasehold
455824,4.0,4.0,1.3443339,103.8786904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1808.0,1,3945900,2022.0,condo,freehold
495474,2.0,2.0,1.3505014,103.8375458,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,721.0,1,419000,1984.0,hdb,99-year leasehold
749590,2.0,2.0,1.3277879,103.9062782,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,657.0,1,1260000,2020.0,condo,freehold
156476,6.0,6.0,1.3015051,103.8249536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9160.0,2,13881000,,semi-detached house,freehold
555865,2.0,1.0,1.30314875,103.9128505,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,635.0,3,378000,1975.0,hdb,99-year leasehold
693514,2.0,2.0,1.3058321,103.8382586,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,775.0,1,2376200,2023.0,condo,freehold
681786,4.0,2.0,1.3125131,103.8698382,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1248.0,1,1365000,2017.0,hdb,99-year leasehold
202517,3.0,3.0,1.3006075,103.898403,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1615.0,2,3727500,2022.0,condo,freehold
186359,2.0,2.0,1.3461361,103.7341499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,688.0,2,420000,2014.0,hdb,99-year leasehold
285349,3.0,2.0,1.29438085,103.8114222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,969.0,3,787500,2011.0,hdb,
489198,3.0,3.0,1.2933505,103.8388787,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1141.0,1,2625000,1999.0,condo,freehold
317740,4.0,2.0,1.4501476,103.8157699,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1200.0,3,609000,2001.0,hdb,99-year leasehold
909718,5.0,6.0,1.3324923,103.8000035,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6973.0,2,12652500,2010.0,semi-detached house,freehold
406011,5.0,7.0,1.3423402,103.784489,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4682.0,3,4357500,,cluster house,999-year leasehold
582464,2.0,2.0,1.33790405,103.9359593,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,893.0,1,1168400,2002.0,condo,99-year leasehold
864378,4.0,2.0,1.3086965,103.8981317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1130.0,1,2100000,2025.0,condo,freehold
683800,3.0,2.0,1.2939464,103.8051845,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1173.0,2,819000,1995.0,hdb,99-year leasehold
438492,3.0,2.0,1.3270263,103.9048186,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,904.0,1,493500,1985.0,hdb,99-year leasehold
559804,5.0,5.0,1.30062,103.892783,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4300.0,2,8400000,2025.0,semi-detached house,freehold
235376,3.0,2.0,1.3310043,103.8073633,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3100.0,1,8925000,,semi-detached house,freehold
792328,4.0,2.0,1.36413945,103.9523983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1592.0,3,944900,1994.0,hdb,
665301,1.0,1.0,1.2937092,103.8226002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,549.0,2,1470000,2023.0,condo,freehold
533951,3.0,2.0,1.271588,103.7994861,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1356.0,1,2754000,2023.0,apartment,freehold
273085,5.0,5.0,1.3524815,103.6990819,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2500.0,5,2394000,1997.0,terraced house,99-year leasehold
715884,3.0,3.0,1.3680804,103.943963,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1000.0,3,1207500,2026.0,executive condo,99-year leasehold
608039,4.0,3.0,1.3443339,103.8786904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1281.0,1,2823400,2022.0,condo,freehold
685344,2.0,1.0,1.3190026,103.747456,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,775.0,2,344400,1979.0,hdb,99-year leasehold
502443,4.0,4.0,1.3171635,103.9166442,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3200.0,2,5544000,2014.0,bungalow,freehold
915833,3.0,2.0,1.3501824,103.9394142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1119.0,1,577500,1984.0,hdb,99-year leasehold
865860,3.0,2.0,1.30970305,103.789129,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1259.0,0,816900,1977.0,hdb,99-year leasehold
109289,6.0,6.0,1.3629372,103.8692482,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6000.0,1,5460000,1983.0,semi-detached house,freehold
929768,2.0,2.0,1.36483525,103.7458443,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,732.0,2,375900,1988.0,hdb,99-year leasehold
436672,3.0,2.0,1.2859684,103.8301033,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,936.0,1,1134000,2016.0,hdb,99-year leasehold
577116,3.0,2.0,1.32203725,103.9383309,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,904.0,1,454600,1977.0,hdb,99-year leasehold
809062,4.0,3.0,1.2888769,103.848574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1615.0,0,2887500,1990.0,apartment,99-year leasehold
733951,2.0,2.0,1.3393381,103.7638932,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,689.0,2,1702000,2024.0,condo,freehold
659856,5.0,5.0,1.30062,103.892783,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4717.0,2,8059800,2025.0,semi-detached house,freehold
839892,5.0,5.0,1.3221442,103.8151397,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6393.0,0,11340000,2020.0,bungalow,freehold
994666,2.0,2.0,1.4407533,103.8066711,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1216.0,2,776000,2017.0,hdb,99-year leasehold
263598,2.0,2.0,1.2773432,103.8456501,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1259.0,0,5867400,2016.0,condo,99-year leasehold
178712,1.0,1.0,1.3108418,103.9142407,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,646.0,3,1231900,2015.0,condo,freehold
706476,4.0,3.0,1.3443339,103.8786904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1259.0,1,3028200,2022.0,condo,freehold
369936,3.0,3.0,1.29675705,103.8381388,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1550.0,1,3864000,2013.0,condo,freehold
269314,4.0,5.0,1.2987726,103.895798,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3240.0,2,8904000,2022.0,condo,freehold
388579,3.0,2.0,1.44226455,103.8079836,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,968.0,2,525000,2004.0,hdb,99-year leasehold
549361,3.0,2.0,1.31730585,103.8326075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1227.0,1,3579200,2025.0,condo,freehold
712042,3.0,2.0,1.4462788,103.8036111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1507.0,2,787500,1999.0,hdb,99-year leasehold
279655,5.0,7.0,1.31168995,103.7967188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5700.0,0,8505000,1997.0,semi-detached house,freehold
554228,3.0,2.0,1.3087662,103.8090654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,850.0,1,2287800,2024.0,apartment,freehold
965348,6.0,4.0,1.3911732,103.9031446,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2880.0,1,6174000,1996.0,semi-detached house,999-year leasehold
957469,3.0,2.0,1.44603725,103.8309794,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1001.0,5,682500,2016.0,hdb,99-year leasehold
948200,3.0,2.0,1.35264895,103.8797733,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1356.0,1,724500,1984.0,hdb,99-year leasehold
894775,4.0,4.0,1.2426201,103.8368209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2608.0,3,4839900,2010.0,condo,99-year leasehold
281224,3.0,3.0,1.3058321,103.8382586,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1292.0,1,3675000,2023.0,condo,freehold
712872,3.0,2.0,1.33478895,103.8631192,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1033.0,2,672000,1984.0,hdb,99-year leasehold
697916,4.0,4.0,1.36024465,103.8651108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4500.0,1,7140000,,semi-detached house,
374686,2.0,2.0,1.3486055,103.8898399,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,721.0,2,399000,1984.0,hdb,99-year leasehold
507697,4.0,4.0,1.3443339,103.8786904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970.0,1,4208400,2022.0,condo,freehold
582198,3.0,2.0,1.3123637,103.8032709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1044.0,1,3215100,2023.0,condo,freehold
244253,3.0,2.0,1.3138205,103.8730604,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,969.0,1,858900,2006.0,hdb,99-year leasehold
836040,8.0,7.0,1.24953425,103.8442812,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10000.0,3,23100000,2009.0,bungalow,99-year leasehold
806313,5.0,6.0,1.4406308,103.8231142,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3440.0,4,2625000,2008.0,terraced house,99-year leasehold
457240,4.0,5.0,1.2761249,103.8532534,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7244.0,0,18198600,2018.0,condo,99-year leasehold
757816,4.0,2.0,1.3390389,103.7445335,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1550.0,1,942900,1998.0,hdb,99-year leasehold
325365,3.0,3.0,1.3124025,103.8411716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1055.0,0,2730000,2023.0,condo,99-year leasehold
896513,2.0,2.0,1.3362739,103.8455008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,752.0,1,714000,2012.0,hdb,99-year leasehold
445112,4.0,4.0,1.30062,103.892783,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4717.0,2,7980000,2025.0,semi-detached house,freehold
573756,1.0,1.0,1.3159611,103.836848,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,463.0,0,1495200,2023.0,condo,freehold
530726,3.0,2.0,1.4456868,103.805782,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1216.0,2,691800,2018.0,hdb,99-year leasehold
527222,3.0,2.0,1.35183125,103.935683,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,979.0,1,556500,1986.0,hdb,99-year leasehold
144674,2.0,2.0,1.3763809,103.8368214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,731.0,1,438900,1981.0,hdb,99-year leasehold
399454,3.0,3.0,1.4438513,103.8199243,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1152.0,4,1522500,2016.0,executive condo,99-year leasehold
629988,2.0,2.0,1.330403,103.7949393,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,667.0,2,1764000,2021.0,condo,freehold
730759,6.0,6.0,1.30062,103.892783,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6353.0,2,9825900,2025.0,semi-detached house,freehold
128223,4.0,3.0,1.43200585,103.8007999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1227.0,1,1627500,2017.0,executive condo,99-year leasehold
616179,2.0,2.0,1.34429585,103.7394065,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,731.0,1,420000,1983.0,hdb,99-year leasehold
488511,1.0,1.0,1.30010805,103.8466745,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,624.0,0,1700000,2023.0,condo,99-year leasehold
874861,3.0,3.0,1.369097,103.8331452,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1044.0,0,2411600,2026.0,condo,99-year leasehold
340770,3.0,2.0,1.2667184,103.8114926,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1539.0,0,2601700,2011.0,condo,99-year leasehold
850150,3.0,2.0,1.4501476,103.8157699,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1270.0,3,567000,2001.0,hdb,99-year leasehold
284489,3.0,2.0,1.3087662,103.8090654,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,850.0,1,2244900,2024.0,condo,freehold
349146,2.0,1.0,1.3124025,103.8411716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,614.0,0,1746200,2023.0,condo,99-year leasehold
