built_year,num_beds,num_baths,lat,lng,size_sqft,tenure_group,subzone_per_price_encoded,property_type_ordinal,dist_to_nearest_important_mrt_rounded,number_of_nearby_primary_schools,number_of_nearby_secondary_schools,number_of_nearby_shopping_malls,name_of_nearest_BN_ordinal,name_of_nearest_CR_ordinal,price,per_price
2022.0,2.0,1.0,1.3443339,103.8786904,678.0,3,2196.755238470376,3,1,3,5,0,5,5,1730400,2552.212389380531
2001.0,6.0,6.0,1.3197815,103.908881,4000.0,3,1104.550071468105,7,2,2,0,0,6,3,7140000,1785.0
1977.0,6.0,5.0,1.3459255,103.9619343,4300.0,0,1001.4848945239536,7,1,1,0,0,3,3,5040000,1172.093023255814
2003.0,3.0,2.0,1.3216557,103.7386216,969.0,1,578.2026689415338,1,1,0,1,0,7,4,530200,547.1620227038184
1977.0,3.0,2.0,1.30892345,103.7886632,882.0,1,942.4822450865028,1,0,1,1,1,7,4,514500,583.3333333333334
2024.0,3.0,2.0,1.29988105,103.8881143,1119.0,1,2427.3105155897542,3,2,0,3,0,6,5,2584900,2310.0089365504914
2016.0,3.0,2.0,1.4473779,103.834366,1000.0,1,737.8508630442027,1,5,0,0,0,1,1,551200,551.2
2017.0,3.0,2.0,1.377017,103.7401962,990.0,1,513.4583200446119,1,2,2,1,1,7,4,556500,562.1212121212121
2024.0,2.0,2.0,1.3306509,103.7670572,872.0,2,2137.544263228818,3,2,1,0,0,7,4,1774500,2034.977064220184
2025.0,4.0,6.0,1.30062,103.892783,4717.0,3,2427.3105155897542,7,2,1,4,0,6,5,8059800,1708.6707653169387
2024.0,3.0,2.0,1.3005809,103.8993936,1109.0,3,2080.489980497174,3,2,1,2,0,6,5,2772000,2499.549143372408
2019.0,1.0,2.0,1.2937092,103.8226002,474.0,3,2775.987237432,3,2,1,2,0,8,5,1259000,2656.118143459916
2026.0,3.0,2.0,1.4446778,103.8311689,883.0,1,737.8508630442027,2,5,0,1,1,1,1,1166600,1321.1778029445074
1985.0,2.0,2.0,1.30582635,103.8552663,775.0,1,973.9949343042664,1,0,2,0,0,9,5,535500,690.9677419354839
2004.0,3.0,2.0,1.4549836,103.8174025,981.0,1,500.9475533225982,1,4,4,1,0,1,1,551200,561.8756371049949
2024.0,2.0,2.0,1.29988105,103.8881143,753.0,1,2427.3105155897542,3,2,0,3,0,6,5,2270100,3014.741035856573
1993.0,4.0,2.0,1.3822077,103.74504,1324.0,0,740.6755800019358,1,2,3,2,0,7,4,682500,515.4833836858006
2023.0,3.0,2.0,1.3087662,103.8090654,1130.0,3,2821.071143374919,3,1,0,0,0,7,5,3139500,2778.3185840707965
2022.0,3.0,3.0,1.3157947,103.8320963,1249.0,3,3097.817490665313,3,1,1,3,0,9,5,3675000,2942.353883106485
2020.0,2.0,2.0,1.33897705,103.8511998,775.0,1,918.503917143748,3,1,4,3,0,2,5,1470000,1896.774193548387
1987.0,3.0,2.0,1.4180703,103.8387971,980.0,0,602.3662443381116,1,5,3,4,1,4,2,556500,567.8571428571429
2024.0,2.0,2.0,1.3707342,103.759633,721.0,1,1401.41309358928,3,3,0,2,0,7,4,1155000,1601.9417475728155
1986.0,2.0,2.0,1.3613327,103.7472769,732.0,1,521.1473667586382,1,1,1,2,0,7,4,407400,556.5573770491803
1998.0,6.0,6.0,1.2773807,103.8536639,7015.0,3,2509.837165559604,8,0,0,0,0,9,5,8998500,1282.751247327156
2011.0,3.0,2.0,1.27779165,103.8414036,1140.0,1,1870.8191787439432,1,0,1,0,0,8,5,1458300,1279.2105263157894
2023.0,4.0,3.0,1.3124025,103.8411716,1604.0,1,2678.315035114304,3,0,2,1,0,9,5,4257800,2654.488778054863
2024.0,3.0,3.0,1.3707342,103.759633,1033.0,1,1401.41309358928,3,3,0,2,0,7,4,1575000,1524.685382381413
2007.0,2.0,2.0,1.30135395,103.8459457,1163.0,1,1983.820211306516,3,0,1,1,1,9,5,2205000,1895.9587274290627
2022.0,4.0,4.0,1.3443339,103.8786904,1216.0,3,2196.755238470376,3,1,3,5,0,5,5,2598800,2137.1710526315787
2023.0,2.0,1.0,1.36679605,103.8865754,635.0,1,1617.7712322913471,3,2,2,2,0,5,2,1306200,2057.0078740157483
2002.0,3.0,2.0,1.3870525,103.7722878,1184.0,1,515.5532816449509,1,3,4,2,0,7,1,556500,470.0168918918919
2005.0,3.0,2.0,1.3884585,103.8752596,1183.0,1,953.7208514256196,1,2,2,1,0,5,2,932400,788.1656804733727
1972.0,2.0,1.0,1.33203315,103.8440903,699.0,1,866.5909108985753,1,1,3,1,0,2,5,407400,582.8326180257511
1973.0,2.0,1.0,1.28541625,103.8312762,947.0,1,1277.0223964201148,1,1,1,1,0,8,5,785400,829.3558606124604
1987.0,3.0,2.0,1.3472304,103.8533168,893.0,0,885.0174550964008,1,1,3,3,0,4,5,556500,623.1802911534155
2027.0,3.0,2.0,1.4349279,103.8452818,969.0,1,1049.6741731192612,2,6,4,3,0,4,2,1199100,1237.4613003095976
2013.0,6.0,4.0,1.3307918,103.7577266,2418.0,3,1327.1290514725974,7,2,0,0,0,7,4,3675000,1519.8511166253102
1999.0,3.0,2.0,1.3825334,103.7634519,1313.0,0,724.1518112319101,1,2,5,4,0,7,4,722400,550.1904036557502
1985.0,3.0,3.0,1.36258175,103.7481578,1646.0,1,521.1473667586382,1,2,1,2,0,7,4,827400,502.67314702308624
1993.0,4.0,2.0,1.3345678,103.9144299,1862.0,1,1343.4665706558424,1,1,3,0,0,6,3,1207500,648.4962406015038
1977.0,5.0,6.0,1.3862854,103.9376076,7534.0,0,1142.9572925928655,8,5,0,0,0,5,3,9030000,1198.566498539952
1999.0,3.0,2.0,1.3406712,103.9591569,965.0,1,1001.4848945239536,3,1,1,1,0,3,3,828300,858.3419689119171
2016.0,2.0,1.0,1.3157213,103.8416086,926.0,3,2678.315035114304,3,1,2,1,1,9,5,1962600,2119.438444924406
1989.0,3.0,2.0,1.38063635,103.7483711,1313.0,0,740.6755800019358,1,2,3,2,0,7,4,672000,511.8050266565118
2001.0,3.0,2.0,1.28970785,103.8152855,1087.0,1,693.7268498718421,1,2,2,4,0,8,5,945000,869.3652253909844
1980.0,1.0,2.0,1.3345877,103.809899,915.0,1,1991.335767854376,3,1,1,2,0,7,5,1365000,1491.8032786885246
1978.0,3.0,2.0,1.32695795,103.935762,990.0,0,1512.0757694664285,1,1,4,4,0,6,3,556500,562.1212121212121
2025.0,3.0,3.0,1.31730585,103.8326075,1281.0,3,3097.817490665313,3,1,1,3,0,9,5,3570000,2786.88524590164
2021.0,2.0,2.0,1.3386555,103.8695668,678.0,1,2172.45145145759,3,1,3,3,0,5,5,1677900,2474.778761061947
2022.0,3.0,4.0,1.3095826,103.800775,1862.0,3,2774.5538535092774,3,1,0,1,0,7,5,5901200,3169.280343716434
2017.0,4.0,2.0,1.3997054,103.8909193,1163.0,1,988.4749487970334,2,1,4,0,0,5,2,1627500,1399.3981083404988
2025.0,2.0,2.0,1.28617715,103.83955,678.0,1,2595.0263363825534,3,1,0,1,0,9,5,1785000,2632.7433628318586
2025.0,2.0,2.0,1.28617715,103.83955,678.0,1,2595.0263363825534,3,1,0,1,0,9,5,2156700,3180.973451327434
2024.0,2.0,2.0,1.30364895,103.8256971,1432.0,3,4057.311645565856,3,2,0,0,1,9,5,5972400,4170.670391061452
1985.0,3.0,3.0,1.35055615,103.7312985,1604.0,1,593.3165901153532,1,2,0,2,0,7,4,765300,477.1197007481297
2014.0,4.0,4.0,1.3088303,103.8301305,2842.0,3,3323.7679257473533,3,1,0,0,1,9,5,14422800,5074.87684729064
2001.0,6.0,7.0,1.3292661,103.8109308,8320.0,3,1991.335767854376,8,1,2,3,0,7,5,16674000,2004.0865384615383
2004.0,8.0,6.0,1.2665537,103.8151918,6600.0,1,2339.314096068272,3,1,0,0,0,8,5,11550000,1750.0
1998.0,3.0,2.0,1.3409678,103.747467,1291.0,1,593.8657693320531,1,1,2,1,0,7,4,798000,618.1254841208365
2001.0,3.0,2.0,1.3931066,103.8963174,1184.0,1,648.262439109588,1,0,5,4,1,5,2,617400,521.4527027027027
1993.0,4.0,2.0,1.3706771,103.9625369,1603.0,1,544.542020705839,1,4,4,3,0,3,3,787500,491.26637554585153
1997.0,5.0,5.0,1.3343598,103.7847847,7000.0,3,2806.6217464689284,8,3,0,0,0,7,4,115500000,16500.0
2014.0,6.0,5.0,1.3171727,103.922284,7000.0,3,1663.0790001739826,8,2,2,0,0,6,3,9333300,1333.3285714285714
2010.0,3.0,3.0,1.29621265,103.8281076,1927.0,3,2775.987237432,3,2,1,1,0,8,5,5932500,3078.619615983394
1999.0,3.0,2.0,1.4374187,103.7974567,1087.0,1,553.7739096685685,1,1,6,3,1,1,1,540800,497.5160993560257
2000.0,3.0,2.0,1.42847465,103.7938705,1290.0,1,900.6745244967137,1,1,4,3,0,1,1,628800,487.4418604651163
1999.0,4.0,2.0,1.43652515,103.8023266,1517.0,1,553.7739096685685,1,2,4,2,0,1,1,933300,615.2274225444958
2013.0,1.0,1.0,1.3076864,103.8994173,914.0,3,2083.217190005505,3,1,2,3,0,6,5,1134000,1240.7002188183808
1996.0,3.0,2.0,1.4416285,103.7926278,1571.0,1,542.3622453663581,1,1,6,2,1,1,1,840000,534.6912794398472
1985.0,4.0,2.0,1.4330258,103.8321353,1442.0,1,664.0346211479427,1,5,4,3,0,4,2,714000,495.1456310679612
2013.0,2.0,2.0,1.427695,103.8421901,721.0,1,1049.6741731192612,1,6,4,4,0,4,2,564900,783.495145631068
2023.0,2.0,1.0,1.3087662,103.8090654,657.0,3,2821.071143374919,3,1,0,0,0,7,5,1876600,2856.316590563166
1997.0,3.0,3.0,1.32592175,103.8465512,1690.0,3,1403.612999786757,3,1,3,1,1,9,5,2730000,1615.3846153846157
1997.0,4.0,3.0,1.3304264,103.8114157,2034.0,2,1991.335767854376,3,1,1,2,0,7,5,3990000,1961.6519174041296
2025.0,4.0,6.0,1.29410615,103.8367347,2056.0,3,3053.5539858120496,3,1,0,1,0,9,5,7020300,3414.5428015564203
1985.0,4.0,3.0,1.43790205,103.8369599,1571.0,0,623.7927948166771,1,5,4,4,0,4,2,876800,558.115849777212
2016.0,3.0,2.0,1.41870295,103.8478262,1335.0,1,932.5347433603066,3,5,2,1,0,4,2,1428000,1069.6629213483145
2023.0,2.0,2.0,1.3171376,103.7597012,721.0,1,1860.1350949069308,3,2,3,2,0,7,4,1509900,2094.1747572815534
2000.0,3.0,2.0,1.3365215,103.9379824,1238.0,1,818.5573020204936,1,1,4,3,0,6,3,785400,634.4103392568659
1983.0,3.0,2.0,1.3665444,103.8969803,1432.0,1,1271.7453245523411,1,2,1,1,0,5,3,924000,645.2513966480446
2024.0,1.0,1.0,1.29773195,103.8559135,527.0,1,3155.114005693453,3,0,2,1,4,9,5,1632800,3098.292220113852
2025.0,2.0,1.0,1.3136277,103.8831086,646.0,3,1340.1502340551028,3,1,2,2,0,6,5,1341300,2076.315789473684
2026.0,2.0,2.0,1.2739587,103.8436353,872.0,1,2840.8427429556777,3,0,1,0,0,8,5,2295300,2632.2247706422017
1977.0,5.0,6.0,1.3862854,103.9376076,7535.0,0,1142.9572925928655,8,5,0,0,0,5,3,9030000,1198.4074319840745
2025.0,3.0,2.0,1.31730585,103.8326075,1227.0,3,3097.817490665313,3,1,1,3,0,9,5,3579200,2917.0334148329257
1977.0,4.0,7.0,1.3862854,103.9376076,5990.0,0,1142.9572925928655,7,5,0,0,0,5,3,6300000,1051.7529215358932
2015.0,2.0,2.0,1.27190495,103.8077772,829.0,3,876.102411561595,3,0,1,0,0,8,5,1911000,2305.18697225573
2023.0,5.0,4.0,1.4100292,103.8982902,1432.0,1,857.0653139341881,2,2,5,1,0,5,2,1680000,1173.1843575418995
2017.0,1.0,1.0,1.43093515,103.7978053,505.0,1,900.6745244967137,1,1,4,4,0,1,1,367500,727.7227722772277
2005.0,2.0,2.0,1.31057,103.8318923,1615.0,1,3323.7679257473533,3,1,1,0,0,9,5,3360000,2080.495356037152
2001.0,3.0,2.0,1.2892428,103.8155442,1302.0,1,693.7268498718421,1,2,2,4,0,8,5,892500,685.483870967742
2024.0,4.0,3.0,1.3533168,103.7896255,1292.0,1,2277.2404121494174,3,4,0,0,0,7,4,3021900,2338.9318885448915
2022.0,4.0,5.0,1.2987726,103.895798,3240.0,3,2427.3105155897542,3,2,1,1,0,6,5,8772800,2707.6543209876545
2023.0,2.0,1.0,1.3123637,103.8032709,614.0,3,2864.4803181782245,3,1,0,0,0,7,5,1680000,2736.156351791531
2010.0,3.0,4.0,1.2426201,103.8368209,2174.0,1,2330.3504413604733,3,3,0,0,0,8,5,3307500,1521.3891444342223
2023.0,1.0,1.0,1.3027702,103.8694351,560.0,1,2737.5776449985,3,1,0,0,0,6,5,1737800,3103.214285714286
2023.0,3.0,1.0,1.3124025,103.8411716,1055.0,1,2678.315035114304,3,0,2,1,0,9,5,2889600,2738.957345971564
2017.0,3.0,2.0,1.4332343,103.8015285,1000.0,1,553.7739096685685,1,2,3,3,0,1,1,577500,577.5
2016.0,2.0,2.0,1.3526158,103.8508846,678.0,1,885.0174550964008,3,0,3,4,0,4,2,1312500,1935.8407079646013
2007.0,3.0,3.0,1.3087813,103.8631647,1313.0,1,1917.4476785184247,3,1,1,0,1,9,5,2394000,1823.305407463824
2023.0,3.0,3.0,1.3164867,103.8574675,1119.0,3,1917.4476785184247,3,0,2,1,0,9,5,2324700,2077.4798927613942
1998.0,3.0,2.0,1.37344055,103.8805623,1291.0,1,693.0737380406485,1,2,5,4,1,5,2,593200,459.4887683965918
2014.0,4.0,3.0,1.3501789,103.9284451,1292.0,1,801.2615590585872,2,1,1,3,0,6,3,1554000,1202.7863777089783
1995.0,4.0,2.0,1.3923914,103.7443826,1571.0,0,597.9541886480589,1,1,3,3,1,1,4,824200,524.6339910884786
2026.0,3.0,3.0,1.44002835,103.827741,1109.0,1,1448.2728418366185,3,4,3,1,0,1,1,1659000,1495.942290351668
1985.0,4.0,5.0,1.32951085,103.7659946,3200.0,3,2137.544263228818,8,2,1,0,0,7,4,16590000,5184.375
2010.0,4.0,5.0,1.3070708,103.8589189,5317.0,3,1917.4476785184247,4,1,1,0,0,9,5,6090000,1145.3827346247883
2025.0,1.0,1.0,1.3116278,103.7938855,484.0,1,2272.484410034913,3,0,0,0,1,7,4,1529700,3160.5371900826444
2022.0,3.0,3.0,1.31466445,103.8310841,1249.0,3,3097.817490665313,3,1,1,2,0,9,5,4159000,3329.86389111289
2014.0,1.0,1.0,1.27340485,103.8455807,624.0,1,2840.8427429556777,3,0,1,0,0,8,5,1354500,2170.673076923077
1985.0,4.0,2.0,1.4330258,103.8321353,1442.0,1,664.0346211479427,1,5,4,3,0,4,2,714000,495.1456310679612
2016.0,3.0,2.0,1.29587985,103.8094605,893.0,1,1318.1396877331297,1,2,1,2,0,8,5,997500,1117.021276595745
1977.0,4.0,4.0,1.3862854,103.9376076,5989.0,0,1142.9572925928655,7,5,0,0,0,5,3,6510000,1086.992820170312
2009.0,2.0,2.0,1.292384,103.824098,990.0,3,2775.987237432,3,2,2,2,0,8,5,2467500,2492.4242424242425
2026.0,5.0,4.0,1.369097,103.8331452,1475.0,1,1922.279505289828,3,0,2,3,0,4,2,3329600,2257.35593220339
1981.0,2.0,2.0,1.2779719,103.8307214,721.0,1,605.9672947534506,1,1,3,1,0,8,5,546000,757.2815533980582
2023.0,2.0,2.0,1.28301625,103.839887,700.0,1,2595.0263363825534,3,0,1,1,0,8,5,1918400,2740.5714285714284
2017.0,3.0,2.0,1.27641495,103.8114391,1001.0,1,876.102411561595,1,1,1,0,0,8,5,944000,943.056943056943
2025.0,2.0,1.0,1.310429,103.802821,570.0,3,2774.5538535092774,3,1,0,1,0,7,5,1686600,2958.9473684210525
2013.0,4.0,6.0,1.3307918,103.7577266,4850.0,3,1327.1290514725974,8,2,0,0,0,7,4,6037500,1244.8453608247423
2001.0,6.0,7.0,1.3376913,103.7860849,7500.0,2,2025.443375737397,8,3,0,0,0,7,4,13545000,1806.0
2016.0,3.0,2.0,1.39714485,103.895422,1216.0,1,648.262439109588,1,1,5,3,0,5,2,724500,595.8059210526316
1977.0,5.0,5.0,1.3862854,103.9376076,7534.0,0,1142.9572925928655,8,5,0,0,0,5,3,9030000,1198.566498539952
2001.0,6.0,5.0,1.3160951,103.7557331,8364.0,2,1340.230509537581,7,2,2,2,0,7,4,3990000,477.0444763271162
2025.0,4.0,3.0,1.30062,103.892783,2293.0,3,2427.3105155897542,7,2,1,4,0,6,5,7968300,3475.054513737462
2025.0,3.0,2.0,1.28617715,103.83955,1076.0,1,2595.0263363825534,3,1,0,1,0,9,5,2568200,2386.802973977696
2026.0,5.0,4.0,1.369097,103.8331452,1475.0,1,1922.279505289828,3,0,2,3,0,4,2,3153200,2137.762711864407
2016.0,4.0,3.0,1.3321734,103.7241946,1249.0,1,928.3593602837705,2,2,1,1,0,7,4,1785000,1429.1433146517213
1989.0,3.0,2.0,1.323632,103.9116591,1107.0,0,1104.550071468105,1,1,3,0,0,6,3,819000,739.8373983739838
2001.0,5.0,5.0,1.37269295,103.7699176,6437.0,2,1503.5146534026362,5,3,3,2,0,7,4,9816300,1524.9805810160012
2017.0,5.0,4.0,1.39704825,103.8939333,1690.0,1,988.4749487970334,2,1,4,3,0,5,2,2612400,1545.7988165680474
2025.0,2.0,2.0,1.31730585,103.8326075,764.0,3,3097.817490665313,3,1,1,3,0,9,5,2368900,3100.6544502617803
1963.0,4.0,2.0,1.3440924,103.8828008,2200.0,3,1279.0466771962065,4,1,3,5,0,5,3,3349500,1522.5
2025.0,4.0,4.0,1.30062,103.892783,4717.0,3,2427.3105155897542,7,2,1,4,0,6,5,8059800,1708.6707653169387
1989.0,2.0,2.0,1.33128655,103.855254,1346.0,1,548.2824610838555,1,1,1,1,0,2,5,819000,608.4695393759287
2003.0,3.0,2.0,1.3909882,103.8891768,1184.0,1,988.4749487970334,1,1,4,1,0,5,2,645800,545.4391891891892
2022.0,2.0,2.0,1.315398,103.9065121,904.0,3,1663.0790001739826,3,2,1,0,0,6,3,1498400,1657.5221238938052
2018.0,4.0,3.0,1.3498252,103.7112018,1302.0,1,576.8426297456575,1,4,3,1,0,1,4,827400,635.483870967742
2023.0,3.0,3.0,1.3027702,103.8694351,1711.0,1,2737.5776449985,3,1,0,0,0,6,5,4494000,2626.534190531853
2016.0,4.0,3.0,1.3596434,103.941259,1432.0,1,768.58368239282,2,2,4,1,0,6,3,1879500,1312.5
2001.0,3.0,2.0,1.3851905,103.8776074,1336.0,1,693.0737380406485,3,2,3,2,0,5,2,1417500,1061.002994011976
2024.0,4.0,3.0,1.38880665,103.8696866,1206.0,1,953.7208514256196,2,3,2,1,1,5,2,1470000,1218.9054726368158
2015.0,2.0,2.0,1.3524637,103.8517868,893.0,1,885.0174550964008,3,0,3,3,0,4,2,1772400,1984.7704367301235
2025.0,3.0,3.0,1.310429,103.802821,1055.0,3,2774.5538535092774,3,1,0,1,0,7,5,2520000,2388.6255924170614
2001.0,5.0,5.0,1.3197815,103.908881,5069.0,3,1104.550071468105,7,2,2,0,0,6,3,6174000,1217.9917143420794
1971.0,2.0,2.0,1.33307155,103.8571637,721.0,1,548.2824610838555,1,2,3,1,0,2,5,357000,495.1456310679612
2025.0,2.0,1.0,1.310429,103.802821,570.0,3,2774.5538535092774,3,1,0,1,0,7,5,1722900,3022.6315789473683
2002.0,5.0,4.0,1.4275926,103.7773106,2000.0,1,698.5310949086672,4,1,2,1,0,1,1,3675000,1837.5
2001.0,5.0,5.0,1.3015062,103.8261915,4180.0,3,3656.09849226544,7,2,0,0,0,9,5,8788500,2102.511961722488
1979.0,6.0,6.0,1.3572264,103.8603044,4800.0,3,1433.0179273921692,5,1,2,1,0,5,2,5754000,1198.75
1998.0,3.0,2.0,1.3101547,103.8836717,1184.0,0,1340.1502340551028,1,1,2,2,0,6,5,735000,620.777027027027
2023.0,1.0,1.0,1.3159611,103.836848,463.0,3,2678.315035114304,3,0,2,1,0,9,5,1461600,3156.803455723542
2011.0,3.0,3.0,1.23962095,103.837713,2164.0,1,2330.3504413604733,3,3,0,0,0,8,5,5029500,2324.168207024029
2026.0,4.0,4.0,1.3113227,103.8524758,1378.0,1,1967.13103432837,3,0,2,0,0,9,5,2940000,2133.5268505079825
2022.0,2.0,2.0,1.315398,103.9065121,1313.0,3,1663.0790001739826,3,2,1,0,0,6,3,1980600,1508.4539223153083
2022.0,3.0,2.0,1.3443339,103.8786904,915.0,3,2196.755238470376,3,1,3,5,0,5,5,2226000,2432.786885245901
2023.0,2.0,2.0,1.3027702,103.8694351,818.0,1,2737.5776449985,3,1,0,0,0,6,5,2402400,2936.919315403423
1976.0,2.0,2.0,1.3651411,103.8417279,720.0,1,1922.279505289828,1,1,1,2,0,4,2,396900,551.25
2004.0,3.0,3.0,1.3591636,103.9656659,1550.0,3,1257.0985001431434,3,3,2,1,0,3,3,1680000,1083.8709677419354
2024.0,2.0,1.0,1.3533168,103.7896255,614.0,1,2277.2404121494174,3,4,0,0,0,7,4,1449000,2359.9348534201954
2016.0,1.0,1.0,1.29856205,103.7645603,527.0,1,1054.9831745384174,3,2,0,1,0,7,4,882000,1673.624288425047
1980.0,2.0,2.0,1.37987235,103.8359748,882.0,1,590.1777047493349,1,1,3,3,0,4,2,428400,485.7142857142857
2026.0,3.0,3.0,1.4446778,103.8311689,1249.0,1,737.8508630442027,2,5,0,1,1,1,1,1533000,1227.3819055244196
2016.0,3.0,2.0,1.2907372,103.8180788,861.0,1,1368.6790769852269,3,2,2,4,0,8,5,1825800,2120.5574912891984
1989.0,4.0,3.0,1.3877522,103.7694179,1571.0,0,724.1518112319101,1,3,4,2,0,7,1,840000,534.6912794398472
1999.0,4.0,2.0,1.4027297,103.7502941,1345.0,0,560.8687406993545,1,1,2,1,0,1,1,630000,468.4014869888476
2018.0,3.0,2.0,1.37456555,103.9033946,850.0,1,1271.7453245523411,3,1,1,3,0,5,3,1312500,1544.1176470588234
2024.0,3.0,2.0,1.3260123,103.8500626,936.0,3,1403.612999786757,3,1,2,0,0,2,5,2130400,2276.068376068376
2015.0,4.0,3.0,1.3907092,103.9126147,1281.0,1,679.023858772315,2,2,3,1,0,5,2,1659000,1295.0819672131147
1992.0,3.0,3.0,1.3693479,103.7643824,1657.0,2,1401.41309358928,3,3,2,2,0,7,4,2887500,1742.6071213035607
2024.0,4.0,3.0,1.3005809,103.8993936,1302.0,3,2080.489980497174,3,2,1,2,0,6,5,3299100,2533.870967741936
1977.0,4.0,5.0,1.3862854,103.9376076,5990.0,0,1142.9572925928655,7,5,0,0,0,5,3,6510000,1086.8113522537562
2009.0,4.0,4.0,1.310545,103.8574814,1518.0,3,1917.4476785184247,3,0,2,0,2,9,5,3140900,2069.1040843214755
2025.0,2.0,2.0,1.31730585,103.8326075,786.0,3,3097.817490665313,3,1,1,3,0,9,5,2382200,3030.788804071247
2014.0,3.0,2.0,1.4029169,103.9000407,1001.0,1,892.8686354010862,1,1,7,3,0,5,2,682500,681.8181818181819
1984.0,3.0,2.0,1.3518667,103.9471171,980.0,0,768.58368239282,1,1,6,2,1,3,3,577500,589.2857142857143
1998.0,3.0,2.0,1.4332343,103.8015285,969.0,1,553.7739096685685,1,2,3,3,0,1,1,524000,540.7636738906089
2022.0,4.0,3.0,1.31466445,103.8310841,1572.0,3,3097.817490665313,3,1,1,2,0,9,5,4989600,3174.0458015267177
2023.0,1.0,1.0,1.3159611,103.836848,463.0,3,2678.315035114304,3,0,2,1,0,9,5,1471000,3177.105831533477
1988.0,3.0,2.0,1.3469393,103.9541773,1313.0,0,1001.4848945239536,1,2,3,2,0,3,3,651000,495.81111957349583
2024.0,2.0,3.0,1.3260123,103.8500626,1163.0,3,1403.612999786757,3,1,2,0,0,2,5,2709000,2329.320722269992
2003.0,3.0,2.0,1.3989492,103.9081788,1184.0,0,679.023858772315,1,2,7,5,0,5,2,607800,513.3445945945946
2016.0,3.0,2.0,1.3157213,103.8416086,1539.0,3,2678.315035114304,3,1,2,1,1,9,5,3150000,2046.783625730994
2017.0,3.0,3.0,1.30348325,103.8246896,1776.0,3,4057.311645565856,3,2,0,0,1,9,5,6806500,3832.488738738739
2000.0,3.0,2.0,1.3359167,103.9369444,1130.0,1,818.5573020204936,1,1,4,3,0,6,3,651000,576.1061946902655
2023.0,1.0,1.0,1.304855,103.7737763,527.0,1,2055.5379118313936,3,1,0,5,0,7,4,1408000,2671.726755218216
2025.0,3.0,2.0,1.310429,103.802821,936.0,3,2774.5538535092774,3,1,0,1,0,7,5,2551500,2725.9615384615386
2023.0,3.0,2.0,1.35258045,103.8392254,1055.0,1,1742.5461971398502,3,1,0,3,0,4,2,2887500,2736.96682464455
2013.0,3.0,2.0,1.31027885,103.7707617,1065.0,1,1032.7866750554886,1,1,2,4,0,7,4,1016400,954.3661971830986
1993.0,5.0,4.0,1.3204729,103.9114616,5000.0,3,1104.550071468105,7,2,2,0,0,6,3,6182400,1236.48
1985.0,3.0,2.0,1.3190212,103.9455693,894.0,1,1222.6839629297308,1,1,1,3,0,3,3,525000,587.248322147651
1998.0,2.0,3.0,1.2944632,103.8403505,1119.0,2,3053.5539858120496,3,1,0,1,0,9,5,2572500,2298.927613941019
2016.0,3.0,2.0,1.4009397,103.8972622,1216.0,1,892.8686354010862,2,1,3,3,0,5,2,1627500,1338.404605263158
2023.0,3.0,2.0,1.3164867,103.8574675,1130.0,3,1917.4476785184247,3,0,2,1,0,9,5,2591400,2293.2743362831857
1979.0,2.0,2.0,1.3676957,103.8542294,720.0,1,877.13298804522,1,2,5,2,0,4,2,367500,510.4166666666667
2027.0,3.0,2.0,1.4349279,103.8452818,1076.0,1,1049.6741731192612,2,6,4,3,0,4,2,1371300,1274.4423791821562
2023.0,4.0,2.0,1.3123637,103.8032709,1496.0,3,2864.4803181782245,3,1,0,0,0,7,5,4623200,3090.3743315508023
1985.0,3.0,2.0,1.2921536,103.826064,980.0,1,860.475055009559,1,2,2,1,0,8,5,734000,748.9795918367347
2023.0,4.0,3.0,1.3159611,103.836848,1378.0,3,2678.315035114304,3,0,2,1,0,9,5,4147500,3009.796806966618
1979.0,3.0,2.0,1.3705693,103.8548125,1000.0,1,679.2215838560895,1,2,4,2,0,4,2,530200,530.2
2025.0,2.0,2.0,1.2937442,103.8466319,797.0,3,2609.6559320906604,3,1,1,1,0,9,5,1930400,2422.082810539523
2004.0,2.0,2.0,1.31358225,103.8050178,1334.0,3,2635.5020873065687,3,1,1,1,0,7,5,2415000,1810.344827586207
2024.0,4.0,3.0,1.3005809,103.8993936,1302.0,3,2080.489980497174,3,2,1,2,0,6,5,3299100,2533.870967741936
2015.0,3.0,2.0,1.41090365,103.9013029,990.0,1,857.0653139341881,1,2,4,1,0,5,2,682500,689.3939393939394
1998.0,4.0,2.0,1.3812323,103.7566054,1517.0,0,542.3400529228296,1,2,3,3,0,7,4,766500,505.273566249176
1977.0,5.0,3.0,1.35023625,103.9975097,4000.0,3,1973.0642900390349,8,4,0,0,0,3,3,12600000,3150.0
2005.0,4.0,3.0,1.30397875,103.8226916,2078.0,3,2775.987237432,3,2,0,0,1,8,5,6667500,3208.614051973051
1975.0,2.0,2.0,1.34571175,103.7117541,635.0,1,576.8426297456575,1,4,3,1,1,7,4,345400,543.9370078740158
2015.0,2.0,1.0,1.3255434,103.8532472,689.0,3,1403.612999786757,3,1,2,1,0,2,5,1260000,1828.737300435413
1985.0,3.0,2.0,1.35115945,103.873748,1027.0,0,939.1480792347784,1,0,1,3,1,5,2,682500,664.5569620253165
1995.0,3.0,2.0,1.34525985,103.7068378,1173.0,1,576.8426297456575,1,4,4,2,0,1,4,577500,492.32736572890025
